68 16/11/2018 2686552 No funciona telefono SI
69 30/06/2019 2686552 No funciona teclado SI
70 19/08/2018 2686552 No funciona Pc SI
71 23/11/2018 2686552 No funcion mouse NO
72 25/10/2018 2686552 No funciona teclado NO
73 15/09/2018 2686552 No funciona telefono NO
74 06/02/2019 2686552 No funciona teclado SI
75 13/09/2018 2686552 No funcion mouse NO
76 04/03/2019 2686552 No hay internet NO
77 05/11/2018 2686552 No funciona telefono NO
78 14/01/2019 2686552 No funcion mouse NO
79 24/05/2019 2686552 No funciona teclado NO
80 18/05/2019 2686552 No funciona teclado SI
81 05/10/2018 2686552 No hay internet NO
82 06/10/2018 2686552 No funcion mouse SI
83 13/04/2019 2686552 No funciona teclado SI
84 21/01/2019 2686552 No funciona teclado SI
85 26/08/2018 2686552 No funciona Pc SI
86 18/01/2019 2686552 No hay internet SI
87 08/05/2019 2686552 No funciona Pc NO
88 02/03/2019 2686552 No funciona Pc NO
89 11/04/2019 2686552 No funciona Pc SI
90 12/03/2019 2686552 No hay internet NO
91 21/05/2019 2686552 No funciona Pc NO
92 27/02/2019 2686552 No funciona telefono SI
93 29/05/2019 2686552 No funciona telefono NO
94 30/05/2019 2686552 No funciona Pc NO
95 04/02/2019 2686552 No funciona Pc SI
96 02/09/2018 2686552 No hay internet SI
97 03/12/2018 2686552 No funciona telefono SI
98 11/09/2018 2686552 No funcion mouse SI
99 18/01/2019 2686552 No funciona Pc SI
100 29/10/2018 2686552 No funcion mouse NO
101 17/09/2018 2686552 No hay internet SI
102 10/02/2019 2686552 No funciona teclado SI
103 10/02/2019 2686552 No funciona Pc NO
104 08/11/2018 2686552 No funciona Pc SI
105 24/02/2019 2686552 No funciona teclado NO
106 18/07/2018 2686552 No funciona Pc SI
107 16/01/2019 2686552 No hay internet NO
108 17/11/2018 2686552 No funcion mouse NO
109 27/08/2018 2686552 No funciona teclado NO
110 11/02/2019 2686552 No funciona telefono SI
111 16/01/2019 2686552 No hay internet SI
112 27/11/2018 2686552 No funciona teclado SI
113 04/10/2018 2686552 No funciona Pc SI
114 27/08/2018 2686552 No hay internet SI
115 12/07/2018 2686552 No hay internet SI
116 30/01/2019 2686552 No funcion mouse SI
117 20/05/2019 2686552 No funciona teclado SI
118 04/12/2018 2686552 No funciona telefono SI
119 19/10/2018 2686552 No funciona teclado SI
120 01/05/2019 2686552 No funciona teclado SI
121 03/01/2019 2686552 No funcion mouse NO
122 03/06/2019 2686552 No funciona Pc SI
123 19/03/2019 2686552 No hay internet NO
124 25/06/2019 2686552 No hay internet SI
125 20/04/2019 2686552 No funciona teclado NO
126 23/07/2018 2686552 No funciona teclado SI
127 11/12/2018 2686552 No funcion mouse NO
128 15/03/2019 2686552 No funcion mouse NO
129 24/02/2019 2686552 No funciona teclado SI
130 03/05/2019 2686552 No funciona telefono SI
131 17/10/2018 2686552 No funcion mouse NO
132 31/07/2018 2686552 No funciona Pc NO
133 19/12/2018 2686552 No funcion mouse SI
134 03/01/2019 2686552 No hay internet NO
135 28/12/2018 2686552 No funciona Pc NO
136 16/02/2019 2686552 No funciona telefono NO
137 06/08/2018 2686552 No funcion mouse NO
138 20/03/2019 2686552 No hay internet NO
139 24/07/2018 2686552 No funciona teclado NO
140 10/04/2019 2686552 No funciona teclado NO
141 08/07/2018 2686552 No funciona telefono SI
142 15/05/2019 2686552 No hay internet SI
143 25/01/2019 2686552 No hay internet NO
144 02/03/2019 2686552 No funciona telefono NO
145 30/06/2019 2686552 No funciona telefono NO
146 09/01/2019 2686552 No funciona Pc SI
147 12/03/2019 2686552 No hay internet NO
148 18/02/2019 2686552 No funciona teclado SI
149 04/05/2019 2686552 No funciona teclado SI
150 27/04/2019 2686552 No hay internet NO
151 14/06/2019 2686552 No hay internet SI
152 04/06/2019 2686552 No funcion mouse NO
153 28/04/2019 2686552 No hay internet NO
154 26/08/2018 2686552 No funciona teclado SI
155 25/08/2018 2686552 No hay internet SI
156 14/04/2019 2686552 No funcion mouse SI
157 11/12/2018 2686552 No funciona telefono SI
158 14/03/2019 2686552 No funciona teclado NO
159 08/06/2019 2686552 No funciona telefono SI
160 01/12/2018 2686552 No funcion mouse NO
161 02/12/2018 2686552 No funciona Pc SI
162 10/06/2019 2686552 No funciona teclado SI
163 28/11/2018 2686552 No funciona Pc SI
164 25/08/2018 2686552 No funciona telefono NO
165 28/07/2018 2686552 No funcion mouse SI
166 12/02/2019 2686552 No funcion mouse SI
167 05/08/2018 2686552 No hay internet NO
168 18/01/2019 2686552 No funciona telefono SI
169 14/07/2018 2686552 No funciona teclado NO
170 15/08/2018 2686552 No funciona Pc NO
171 11/12/2018 2686552 No funciona teclado NO
172 25/08/2018 2686552 No funciona Pc NO
173 26/07/2018 2686552 No funciona teclado SI
174 15/01/2019 2686552 No hay internet NO
175 07/11/2018 2686552 No hay internet NO
176 09/12/2018 2686552 No funcion mouse NO
177 18/04/2019 2686552 No hay internet SI
178 13/02/2019 2686552 No funciona telefono NO
179 19/11/2018 2686552 No hay internet SI
180 08/09/2018 2686552 No funciona teclado SI
181 24/10/2018 2686552 No funcion mouse SI
182 30/06/2019 2686552 No funciona teclado NO
183 14/02/2019 2686552 No funciona telefono SI
184 07/07/2019 2686552 No funciona Pc NO
185 13/03/2019 2686552 No funciona Pc NO
186 28/09/2018 2686552 No funciona Pc NO
187 24/12/2018 2686552 No hay internet SI
188 29/11/2018 2686552 No hay internet SI
189 15/04/2019 2686552 No funciona teclado SI
190 28/08/2018 2686552 No funciona Pc SI
191 10/06/2019 2686552 No hay internet NO
192 16/03/2019 2686552 No hay internet SI
193 06/12/2018 2686552 No funciona telefono SI
194 12/11/2018 2686552 No funcion mouse SI
195 07/08/2018 2686552 No funcion mouse NO
196 02/09/2018 2686552 No funciona telefono SI
197 15/09/2018 2686552 No funciona telefono NO
198 07/02/2019 2686552 No hay internet NO
199 31/05/2019 2686552 No funciona telefono NO
200 28/06/2019 2686552 No funciona Pc SI
201 03/11/2018 2686552 No funciona teclado SI
202 24/04/2019 2686552 No funciona Pc NO
203 26/05/2019 2686552 No funciona Pc SI
204 23/07/2018 2686552 No hay internet SI
205 11/06/2019 2686552 No funciona Pc NO
206 04/08/2018 2686552 No funciona telefono SI
207 16/05/2019 2686552 No funciona telefono NO
208 24/08/2018 2686552 No funciona telefono NO
209 27/07/2018 2686552 No funciona telefono NO
210 04/08/2018 2686552 No hay internet SI
211 03/09/2018 2686552 No hay internet NO
212 28/02/2019 2686552 No funciona Pc NO
213 16/03/2019 2686552 No funciona teclado NO
214 27/11/2018 2686552 No funciona telefono NO
215 29/12/2018 2686552 No funcion mouse SI
216 08/05/2019 2686552 No funciona Pc SI
217 27/08/2018 2686552 No hay internet NO
218 06/06/2019 2686552 No hay internet NO
219 01/03/2019 2686552 No hay internet SI
220 22/08/2018 2686552 No funciona Pc NO
221 17/08/2018 2686552 No funcion mouse NO
222 13/04/2019 2686552 No funcion mouse SI
223 12/11/2018 2686552 No funciona teclado SI
224 13/09/2018 2686552 No funciona Pc SI
225 06/10/2018 2686552 No hay internet SI
226 15/12/2018 2686552 No hay internet NO
227 17/06/2019 2686552 No funciona telefono NO
228 14/06/2019 2686552 No funciona telefono NO
229 16/10/2018 2686552 No funciona teclado NO
230 16/05/2019 2686552 No hay internet SI
231 25/04/2019 2686552 No funcion mouse NO
232 05/03/2019 2686552 No hay internet NO
233 01/11/2018 2686552 No funciona telefono SI
234 22/11/2018 2686552 No funciona telefono SI
235 20/03/2019 2686552 No funciona teclado SI
236 30/10/2018 2686552 No hay internet NO
237 08/05/2019 2686552 No hay internet SI
238 08/02/2019 2686552 No funcion mouse SI
239 28/12/2018 2686552 No funciona teclado SI
240 11/11/2018 2686552 No hay internet SI
241 25/09/2018 2686552 No funcion mouse SI
242 11/01/2019 2686552 No hay internet NO
243 05/06/2019 2686552 No funciona Pc NO
244 02/09/2018 2686552 No funcion mouse NO
245 11/09/2018 2686552 No funciona Pc NO
246 13/01/2019 2686552 No funcion mouse NO
247 21/09/2018 2686552 No funciona Pc SI
248 05/04/2019 2686552 No funciona teclado NO
249 18/01/2019 2686552 No hay internet SI
250 14/04/2019 2686552 No funcion mouse NO
251 13/06/2019 2686552 No funciona Pc SI
252 04/12/2018 2686552 No funciona telefono NO
253 24/07/2018 2686552 No funciona teclado NO
254 12/08/2018 2686552 No funciona Pc NO
255 27/02/2019 2686552 No funcion mouse SI
256 28/05/2019 2686552 No funciona telefono NO
257 21/08/2018 2686552 No funcion mouse SI
258 31/10/2018 2686552 No funciona Pc NO
259 01/03/2019 2686552 No funciona teclado SI
260 14/10/2018 2686552 No funciona telefono SI
261 16/07/2018 2686552 No funciona telefono NO
262 29/09/2018 2686552 No funcion mouse NO
263 16/01/2019 2686552 No hay internet SI
264 28/05/2019 2686552 No hay internet NO
265 07/02/2019 2686552 No funcion mouse SI
266 15/06/2019 2686552 No funciona teclado SI
267 05/08/2018 2686552 No hay internet SI
268 25/10/2018 2686552 No funcion mouse NO
269 10/06/2019 2686552 No funciona Pc SI
270 10/01/2019 2686552 No funciona telefono NO
271 12/07/2018 2686552 No funciona Pc NO
272 03/09/2018 2686552 No funciona teclado NO
273 16/09/2018 2686552 No funciona teclado SI
274 18/06/2019 2686552 No funciona Pc SI
275 28/08/2018 2686552 No funciona telefono SI
276 16/10/2018 2686552 No funciona telefono NO
277 28/05/2019 2686552 No funciona Pc SI
278 26/06/2019 2686552 No funcion mouse NO
279 17/10/2018 2686552 No funcion mouse SI
280 12/10/2018 2686552 No funciona Pc NO
281 27/07/2018 2686552 No hay internet SI
282 05/02/2019 2686552 No funciona telefono SI
283 25/06/2019 2686552 No funcion mouse NO
284 19/02/2019 2686552 No funciona telefono SI
285 08/04/2019 2686552 No funciona telefono NO
286 29/08/2018 2686552 No hay internet SI
287 05/11/2018 2686552 No funcion mouse NO
288 19/10/2018 2686552 No funcion mouse NO
289 03/02/2019 2686552 No funciona Pc SI
290 24/07/2018 2686552 No funciona telefono NO
291 12/01/2019 2686552 No funcion mouse NO
292 11/03/2019 2686552 No funciona Pc NO
293 18/07/2018 2686552 No funcion mouse NO
294 25/10/2018 2686552 No funciona telefono NO
295 25/10/2018 2686552 No funcion mouse SI
296 07/01/2019 2686552 No hay internet SI
297 13/07/2018 2686552 No funciona telefono SI
298 09/05/2019 2686552 No funciona teclado SI
299 22/12/2018 2686552 No funciona Pc NO
300 21/05/2019 2686552 No funcion mouse SI
301 31/12/2018 2686552 No funciona Pc SI
302 14/09/2018 2686552 No hay internet NO
303 13/04/2019 2686552 No funciona teclado NO
304 14/01/2019 2686552 No funciona Pc SI
305 14/03/2019 2686552 No funcion mouse SI
306 09/01/2019 2686552 No funciona telefono SI
307 16/08/2018 2686552 No funcion mouse NO
308 23/01/2019 2686552 No funcion mouse SI
309 11/03/2019 2686552 No funcion mouse NO
310 19/09/2018 2686552 No funciona teclado SI
311 16/08/2018 2686552 No hay internet NO
312 29/10/2018 2686552 No funcion mouse NO
313 03/11/2018 2686552 No funciona telefono NO
314 29/01/2019 2686552 No funciona telefono SI
315 21/07/2018 2686552 No hay internet NO
316 30/01/2019 2686552 No funciona Pc SI
317 12/06/2019 2686552 No funciona telefono NO
318 26/07/2018 2686552 No hay internet NO
319 14/05/2019 2686552 No funciona telefono NO
320 18/10/2018 2686552 No hay internet SI
321 07/12/2018 2686552 No funciona teclado SI
322 19/02/2019 2686552 No funciona telefono NO
323 18/04/2019 2686552 No funciona Pc SI
324 28/04/2019 2686552 No funciona Pc SI
325 05/02/2019 2686552 No funciona teclado SI
326 29/04/2019 2686552 No funciona Pc SI
327 14/05/2019 2686552 No funcion mouse NO
328 26/02/2019 2686552 No funciona teclado SI
329 07/05/2019 2686552 No funciona teclado NO
330 06/08/2018 2686552 No hay internet SI
331 11/06/2019 2686552 No funcion mouse SI
332 23/08/2018 2686552 No funcion mouse SI
333 07/10/2018 2686552 No funciona telefono NO
334 28/11/2018 2686552 No funcion mouse NO
335 12/02/2019 2686552 No funcion mouse NO
336 13/12/2018 2686552 No funcion mouse SI
337 16/12/2018 2686552 No funciona Pc NO
338 11/11/2018 2686552 No funciona Pc NO
339 05/08/2018 2686552 No hay internet SI
340 10/02/2019 2686552 No funcion mouse NO
341 02/05/2019 2686552 No funciona teclado SI
342 29/12/2018 2686552 No funciona teclado NO
343 19/03/2019 2686552 No funciona Pc SI
344 14/02/2019 2686552 No funciona teclado NO
345 10/01/2019 2686552 No funciona Pc SI
346 01/12/2018 2686552 No funciona Pc SI
347 03/06/2019 2686552 No funciona Pc NO
348 14/07/2018 2686552 No funciona Pc SI
349 14/06/2019 2686552 No funciona Pc SI
350 03/04/2019 2686552 No hay internet NO
351 31/07/2018 2686552 No funciona teclado SI
352 27/10/2018 2686552 No funcion mouse SI
353 23/08/2018 2686552 No funciona telefono SI
354 13/07/2018 2686552 No funciona teclado SI
355 03/10/2018 2686552 No funciona Pc SI
356 01/10/2018 2686552 No hay internet NO
357 13/08/2018 2686552 No funcion mouse NO
358 08/12/2018 2686552 No funciona telefono SI
359 12/09/2018 2686552 No funciona telefono SI
360 06/06/2019 2686552 No funcion mouse NO
361 19/01/2019 2686552 No funcion mouse SI
362 13/06/2019 2686552 No funciona Pc SI
363 23/08/2018 2686552 No funcion mouse NO
364 12/10/2018 2686552 No funciona telefono NO
365 26/07/2018 2686552 No funcion mouse SI
366 03/08/2018 2686552 No funciona teclado NO
367 01/06/2019 2686552 No funciona Pc SI
368 19/08/2018 2686552 No hay internet SI
369 15/03/2019 2686552 No funciona teclado NO
370 18/02/2019 2686552 No funciona telefono SI
371 04/12/2018 2686552 No funciona telefono NO
372 12/07/2018 2686552 No funcion mouse NO
373 23/06/2019 2686552 No funcion mouse SI
374 12/12/2018 2686552 No funciona Pc NO
375 29/03/2019 2686552 No hay internet SI
376 31/01/2019 2686552 No funciona teclado SI
377 08/01/2019 2686552 No funciona telefono SI
378 10/03/2019 2686552 No funciona Pc SI
379 26/10/2018 2686552 No funciona Pc NO
380 06/03/2019 2686552 No funciona telefono SI
381 24/10/2018 2686552 No funciona Pc NO
382 31/10/2018 2686552 No funciona Pc SI
383 23/04/2019 2686552 No funciona Pc NO
384 04/09/2018 2686552 No funcion mouse NO
385 23/07/2018 2686552 No funciona teclado NO
386 27/03/2019 2686552 No funciona telefono SI
387 16/10/2018 2686552 No funcion mouse NO
388 12/10/2018 2686552 No funciona Pc NO
389 28/10/2018 2686552 No funciona teclado SI
390 21/02/2019 2686552 No funciona Pc NO
391 04/11/2018 2686552 No funciona telefono NO
392 06/10/2018 2686552 No funciona telefono SI
393 25/07/2018 2686552 No hay internet SI
394 23/01/2019 2686552 No funciona Pc SI
395 07/06/2019 2686552 No hay internet SI
396 29/09/2018 2686552 No funciona Pc NO
397 20/09/2018 2686552 No funcion mouse NO
398 11/07/2018 2686552 No hay internet NO
399 09/11/2018 2686552 No funcion mouse NO
400 01/11/2018 2686552 No funciona teclado NO
401 13/06/2019 2686552 No hay internet NO
402 02/04/2019 2686552 No funciona telefono NO
403 28/08/2018 2686552 No funciona telefono SI
404 12/05/2019 2686552 No hay internet NO
405 02/04/2019 2686552 No hay internet NO
406 31/08/2018 2686552 No funciona Pc SI
407 16/01/2019 2686552 No funciona teclado SI
408 06/06/2019 2686552 No funciona Pc NO
409 19/08/2018 2686552 No hay internet SI
410 04/01/2019 2686552 No funciona Pc SI
411 01/10/2018 2686552 No funciona teclado NO
412 10/09/2018 2686552 No funcion mouse NO
413 10/07/2018 2686552 No hay internet NO
414 10/08/2018 2686552 No funciona Pc SI
415 24/01/2019 2686552 No funciona teclado SI
416 09/03/2019 2686552 No funciona telefono SI
417 05/12/2018 2686552 No funciona Pc SI
418 10/04/2019 2686552 No hay internet SI
419 19/08/2018 2686552 No funcion mouse NO
420 26/07/2018 2686552 No funcion mouse NO
421 14/06/2019 2686552 No funcion mouse SI
422 03/01/2019 2686552 No funcion mouse SI
423 01/11/2018 2686552 No hay internet NO
424 04/10/2018 2686552 No funcion mouse NO
425 26/10/2018 2686552 No funciona telefono SI
426 17/03/2019 2686552 No funcion mouse NO
427 29/05/2019 2686552 No funcion mouse NO
428 01/01/2019 2686552 No hay internet NO
429 13/11/2018 2686552 No funciona Pc SI
430 03/06/2019 2686552 No funciona telefono SI
431 26/08/2018 2686552 No funciona teclado SI
432 23/07/2018 2686552 No funcion mouse SI
433 14/10/2018 2686552 No funciona Pc NO
434 27/05/2019 2686552 No funciona telefono NO
435 03/03/2019 2686552 No hay internet NO
436 03/12/2018 2686552 No funcion mouse NO
437 31/03/2019 2686552 No hay internet SI
438 16/01/2019 2686552 No hay internet SI
439 25/10/2018 2686552 No funciona Pc NO
440 30/09/2018 2686552 No funcion mouse SI
441 23/05/2019 2686552 No funcion mouse NO
442 14/09/2018 2686552 No funcion mouse NO
443 17/12/2018 2686552 No funciona Pc SI
444 25/04/2019 2686552 No funciona teclado SI
445 31/10/2018 2686552 No funciona teclado SI
446 19/11/2018 2686552 No funciona telefono SI
447 22/09/2018 2686552 No funciona teclado SI
448 04/02/2019 2686552 No funciona Pc SI
449 29/04/2019 2686552 No funciona Pc NO
450 27/07/2018 2686552 No funciona telefono NO
451 10/02/2019 2686552 No funcion mouse SI
452 29/06/2019 2686552 No funcion mouse SI
453 13/11/2018 2686552 No funciona Pc NO
454 22/11/2018 2686552 No funciona teclado NO
455 16/11/2018 2686552 No funciona Pc SI
456 21/08/2018 2686552 No funciona Pc SI
457 07/02/2019 2686552 No funciona Pc SI
458 15/06/2019 2686552 No funciona Pc NO
459 19/01/2019 2686552 No funciona teclado SI
460 30/04/2019 2686552 No funciona telefono NO
461 02/11/2018 2686552 No funciona teclado NO
462 25/02/2019 2686552 No funcion mouse SI
463 31/08/2018 2686552 No hay internet SI
464 02/03/2019 2686552 No funciona Pc NO
465 26/10/2018 2686552 No funciona teclado SI
466 16/01/2019 2686552 No hay internet NO
467 28/09/2018 2686552 No funcion mouse NO
468 11/12/2018 2686552 No funciona teclado SI
469 23/10/2018 2686552 No funcion mouse SI
470 27/07/2018 2686552 No funciona Pc SI
471 10/03/2019 2686552 No funcion mouse SI
472 11/04/2019 2686552 No funciona Pc NO
473 31/03/2019 2686552 No funcion mouse SI
474 06/04/2019 2686552 No funcion mouse SI
475 19/10/2018 2686552 No funciona Pc NO
476 06/10/2018 2686552 No funciona teclado NO
477 22/09/2018 2686552 No hay internet NO
478 18/06/2019 2686552 No hay internet NO
479 05/12/2018 2686552 No funciona teclado NO
480 11/12/2018 2686552 No funciona teclado SI
481 13/07/2018 2686552 No funciona Pc NO
482 24/04/2019 2686552 No funciona telefono NO
483 29/06/2019 2686552 No funciona Pc SI
484 18/07/2018 2686552 No funciona teclado NO
485 03/07/2019 2686552 No funciona telefono NO
486 04/11/2018 2686552 No funcion mouse NO
487 16/03/2019 2686552 No funcion mouse SI
488 14/04/2019 2686552 No funciona Pc SI
489 22/02/2019 2686552 No funcion mouse SI
490 06/08/2018 2686552 No hay internet SI
491 04/02/2019 2686552 No funcion mouse NO
492 12/01/2019 2686552 No funciona Pc NO
493 10/02/2019 2686552 No funcion mouse SI
494 09/03/2019 2686552 No funcion mouse SI
495 03/09/2018 2686552 No funcion mouse SI
496 12/02/2019 2686552 No funcion mouse NO
497 20/05/2019 2686552 No hay internet SI
498 21/11/2018 2686552 No funcion mouse NO
499 27/04/2019 2686552 No funciona telefono SI
500 18/02/2019 2686552 No funciona teclado SI
